,Admin2,Province_State,Lat,Long_
530,BARRA DO ROCHA,BAHIA,-14.2,-39.5991
531,BARRA DO TURVO,SAO PAULO,-24.759,-48.5013
532,BARRA DOS COQUEIROS,SERGIPE,-10.8996,-37.0323
533,BARRA FUNDA,RIO GRANDE DO SUL,-27.9205,-53.0391
534,BARRA LONGA,MINAS GERAIS,-20.2869,-43.0402
535,BARRA MANSA,RIO DE JANEIRO,-22.5481,-44.1752
536,BARRA VELHA,SANTA CATARINA,-26.636999999999997,-48.6933
537,BARRACAO,RIO GRANDE DO SUL,-27.6739,-51.4585
538,BARRACAO,PARANA,-26.2502,-53.6324
539,BARRAS,PIAUI,-4.244680000000001,-42.2922
540,BARREIRA,CEARA,-4.28921,-38.6429
541,BARREIRAS,BAHIA,-12.1439,-44.9968
542,BARREIRAS DO PIAUI,PIAUI,-9.9296,-45.4702
543,BARREIRINHA,AMAZONAS,-2.79886,-57.0679
544,BARREIRINHAS,MARANHAO,-2.75863,-42.8232
545,BARREIROS,PERNAMBUCO,-8.81605,-35.1832
546,BARRETOS,SAO PAULO,-20.5531,-48.5698
547,BARRINHA,SAO PAULO,-21.1864,-48.1636
548,BARRO,CEARA,-7.171880000000001,-38.7741
549,BARRO ALTO,BAHIA,-11.7605,-41.9054
550,BARRO ALTO,GOIAS,-14.9658,-48.9086
551,BARRO DURO,PIAUI,-5.816730000000001,-42.5147
552,BARRO PRETO,BAHIA,-14.7948,-39.476
553,BARROCAS,BAHIA,-11.5272,-39.0776
554,BARROLANDIA,TOCANTINS,-9.83404,-48.7252
555,BARROQUINHA,CEARA,-3.02051,-41.1358
556,BARROS CASSAL,RIO GRANDE DO SUL,-29.0947,-52.5836
557,BARROSO,MINAS GERAIS,-21.1907,-43.972
558,BARUERI,SAO PAULO,-23.5057,-46.879
559,BASTOS,SAO PAULO,-21.921,-50.7357
560,BATAGUASSU,MATO GROSSO DO SUL,-21.7159,-52.4221
561,BATALHA,PIAUI,-4.0223,-42.0787
562,BATALHA,ALAGOAS,-9.6742,-37.133
563,BATATAIS,SAO PAULO,-20.8929,-47.5921
564,BATAYPORA,MATO GROSSO DO SUL,-22.2944,-53.2705
565,BATURITE,CEARA,-4.32598,-38.8812
566,BAURU,SAO PAULO,-22.3246,-49.0871
567,BAYEUX,PARAIBA,-7.1238,-34.9293
568,BEBEDOURO,SAO PAULO,-20.9491,-48.4791
569,BEBERIBE,CEARA,-4.17741,-38.1271
570,BELA CRUZ,CEARA,-3.04996,-40.1671
571,BELA VISTA,MATO GROSSO DO SUL,-22.1073,-56.5263
572,BELA VISTA DA CAROBA,PARANA,-25.8842,-53.6725
573,BELA VISTA DE GOIAS,GOIAS,-16.9693,-48.9513
574,BELA VISTA DE MINAS,MINAS GERAIS,-19.8302,-43.0922
575,BELA VISTA DO MARANHAO,MARANHAO,-3.7261800000000003,-45.3075
576,BELA VISTA DO PARAISO,PARANA,-22.9937,-51.1927
577,BELA VISTA DO PIAUI,PIAUI,-7.98809,-41.8675
578,BELA VISTA DO TOLDO,SANTA CATARINA,-26.2746,-50.4664
579,BELAGUA,MARANHAO,-3.15485,-43.5122
580,BELEM,PARA,-1.4554,-48.4898
581,BELEM,PARAIBA,-6.742610000000001,-35.5166
582,BELEM,ALAGOAS,-9.57047,-36.4904
583,BELEM DE MARIA,PERNAMBUCO,-8.62504,-35.8335
584,BELEM DO BREJO DO CRUZ,PARAIBA,-6.18515,-37.5348
585,BELEM DO PIAUI,PIAUI,-7.3665199999999995,-40.9688
586,BELEM DO SAO FRANCISCO,PERNAMBUCO,-8.75046,-38.9623
587,BELFORD ROXO,RIO DE JANEIRO,-22.764,-43.3992
588,BELMIRO BRAGA,MINAS GERAIS,-21.944000000000003,-43.4084
589,BELMONTE,SANTA CATARINA,-26.843000000000004,-53.5758
590,BELMONTE,BAHIA,-15.8608,-38.8758
591,BELO CAMPO,BAHIA,-15.0334,-41.2652
592,BELO HORIZONTE,MINAS GERAIS,-19.9102,-43.9266
593,BELO JARDIM,PERNAMBUCO,-8.3313,-36.4258
594,BELO MONTE,ALAGOAS,-9.82272,-37.277
595,BELO ORIENTE,MINAS GERAIS,-19.2199,-42.4828
596,BELO VALE,MINAS GERAIS,-20.4077,-44.0275
597,BELTERRA,PARA,-2.6360900000000003,-54.9374
598,BENEDITINOS,PIAUI,-5.45676,-42.3638
599,BENEDITO LEITE,MARANHAO,-7.210369999999999,-44.5577
600,BENEDITO NOVO,SANTA CATARINA,-26.781,-49.3593
601,BENEVIDES,PARA,-1.3618299999999999,-48.2434
602,BENJAMIN CONSTANT,AMAZONAS,-4.377680000000001,-70.0342
603,BENJAMIN CONSTANT DO SUL,RIO GRANDE DO SUL,-27.5086,-52.5995
604,BENTO DE ABREU,SAO PAULO,-21.2686,-50.81399999999999
605,BENTO FERNANDES,RIO GRANDE DO NORTE,-5.69906,-35.813
606,BENTO GONCALVES,RIO GRANDE DO SUL,-29.1662,-51.5165
607,BEQUIMAO,MARANHAO,-2.44162,-44.7842
608,BERILO,MINAS GERAIS,-16.9567,-42.4606
609,BERIZAL,MINAS GERAIS,-15.61,-41.7432
610,BERNARDINO BATISTA,PARAIBA,-6.44572,-38.5521
611,BERNARDINO DE CAMPOS,SAO PAULO,-23.0164,-49.4679
612,BERNARDO DO MEARIM,MARANHAO,-4.62666,-44.7608
613,BERNARDO SAYAO,TOCANTINS,-7.874810000000001,-48.8893
614,BERTIOGA,SAO PAULO,-23.8486,-46.1396
615,BERTOLINIA,PIAUI,-7.633380000000001,-43.9498
616,BERTOPOLIS,MINAS GERAIS,-17.059,-40.58
617,BERURI,AMAZONAS,-3.89874,-61.3616
618,BETANIA,PERNAMBUCO,-8.26787,-38.0345
619,BETANIA DO PIAUI,PIAUI,-8.14376,-40.7989
620,BETIM,MINAS GERAIS,-19.9668,-44.2008
621,BEZERROS,PERNAMBUCO,-8.2328,-35.796
622,BIAS FORTES,MINAS GERAIS,-21.601999999999997,-43.7574
623,BICAS,MINAS GERAIS,-21.7232,-43.056000000000004
624,BIGUACU,SANTA CATARINA,-27.496,-48.6598
625,BILAC,SAO PAULO,-21.404,-50.4746
626,BIQUINHAS,MINAS GERAIS,-18.7754,-45.4974
627,BIRIGUI,SAO PAULO,-21.291,-50.3432
628,BIRITIBA-MIRIM,SAO PAULO,-23.5698,-46.0407
629,BIRITINGA,BAHIA,-11.6072,-38.8051
630,BITURUNA,PARANA,-26.1607,-51.5518
631,BLUMENAU,SANTA CATARINA,-26.9155,-49.0709
632,BOA ESPERANCA,PARANA,-24.2467,-52.7876
633,BOA ESPERANCA,MINAS GERAIS,-21.0927,-45.5612
634,BOA ESPERANCA,ESPIRITO SANTO,-18.5395,-40.3025
635,BOA ESPERANCA DO IGUACU,PARANA,-25.6324,-53.2108
636,BOA ESPERANCA DO SUL,SAO PAULO,-21.9918,-48.3906
637,BOA HORA,PIAUI,-4.41404,-42.1357
638,BOA NOVA,BAHIA,-14.3598,-40.2064
639,BOA VENTURA,PARAIBA,-7.40982,-38.2113
640,BOA VENTURA DE SAO ROQUE,PARANA,-24.8688,-51.6276
641,BOA VIAGEM,CEARA,-5.11258,-39.7337
642,BOA VISTA,RORAIMA,2.82384,-60.6753
643,BOA VISTA,PARAIBA,-7.26365,-36.2357
644,BOA VISTA DA APARECIDA,PARANA,-25.4308,-53.4117
645,BOA VISTA DAS MISSOES,RIO GRANDE DO SUL,-27.6671,-53.3102
646,BOA VISTA DO BURICA,RIO GRANDE DO SUL,-27.6693,-54.1082
647,BOA VISTA DO CADEADO,RIO GRANDE DO SUL,-28.5791,-53.8108
648,BOA VISTA DO GURUPI,MARANHAO,-1.77614,-46.3002
649,BOA VISTA DO INCRA,RIO GRANDE DO SUL,-28.8185,-53.391000000000005
650,BOA VISTA DO RAMOS,AMAZONAS,-2.9740900000000003,-57.5873
651,BOA VISTA DO SUL,RIO GRANDE DO SUL,-29.3544,-51.6687
652,BOA VISTA DO TUPIM,BAHIA,-12.6498,-40.6064
653,BOCA DA MATA,ALAGOAS,-9.64308,-36.2125
654,BOCA DO ACRE,AMAZONAS,-8.74232,-67.3919
655,BOCAINA,PIAUI,-6.94124,-41.3168
656,BOCAINA,SAO PAULO,-22.1365,-48.523
657,BOCAINA DE MINAS,MINAS GERAIS,-22.1697,-44.3972
658,BOCAINA DO SUL,SANTA CATARINA,-27.7455,-49.9423
659,BOCAIUVA,MINAS GERAIS,-17.1135,-43.8104
660,BOCAIUVA DO SUL,PARANA,-25.2066,-49.1141
661,BODO,RIO GRANDE DO NORTE,-5.98027,-36.4167
662,BODOCO,PERNAMBUCO,-7.777589999999999,-39.9338
663,BODOQUENA,MATO GROSSO DO SUL,-20.537,-56.7127
664,BOFETE,SAO PAULO,-23.1055,-48.2582
665,BOITUVA,SAO PAULO,-23.2855,-47.6786
666,BOM CONSELHO,PERNAMBUCO,-9.169189999999999,-36.6857
667,BOM DESPACHO,MINAS GERAIS,-19.7386,-45.2622
668,BOM JARDIM,RIO DE JANEIRO,-22.1545,-42.4251
669,BOM JARDIM,PERNAMBUCO,-7.79695,-35.5784
670,BOM JARDIM,MARANHAO,-3.54129,-45.606
671,BOM JARDIM DA SERRA,SANTA CATARINA,-28.3377,-49.6373
672,BOM JARDIM DE GOIAS,GOIAS,-16.2063,-52.1728
673,BOM JARDIM DE MINAS,MINAS GERAIS,-21.9479,-44.1885
674,BOM JESUS,SANTA CATARINA,-26.7326,-52.3919
675,BOM JESUS,RIO GRANDE DO SUL,-28.6697,-50.4295
676,BOM JESUS,PIAUI,-9.07124,-44.358999999999995
677,BOM JESUS,RIO GRANDE DO NORTE,-5.98648,-35.5792
678,BOM JESUS,PARAIBA,-6.81601,-38.6453
679,BOM JESUS DA LAPA,BAHIA,-13.2506,-43.4108
680,BOM JESUS DA PENHA,MINAS GERAIS,-21.0148,-46.5174
681,BOM JESUS DA SERRA,BAHIA,-14.3663,-40.5126
682,BOM JESUS DAS SELVAS,MARANHAO,-4.476380000000001,-46.8641
683,BOM JESUS DE GOIAS,GOIAS,-18.2173,-49.74
684,BOM JESUS DO AMPARO,MINAS GERAIS,-19.7054,-43.4782
685,BOM JESUS DO ARAGUAIA,MATO GROSSO,-12.1706,-51.5032
686,BOM JESUS DO GALHO,MINAS GERAIS,-19.836,-42.3165
687,BOM JESUS DO ITABAPOANA,RIO DE JANEIRO,-21.1449,-41.6822
688,BOM JESUS DO NORTE,ESPIRITO SANTO,-21.1173,-41.6731
689,BOM JESUS DO OESTE,SANTA CATARINA,-26.6927,-53.0967
690,BOM JESUS DO SUL,PARANA,-26.1958,-53.5955
691,BOM JESUS DO TOCANTINS,PARA,-5.0424,-48.6047
692,BOM JESUS DO TOCANTINS,TOCANTINS,-8.96306,-48.165
693,BOM JESUS DOS PERDOES,SAO PAULO,-23.1356,-46.4675
694,BOM LUGAR,MARANHAO,-4.37311,-45.0326
695,BOM PRINCIPIO,RIO GRANDE DO SUL,-29.4856,-51.3548
696,BOM PRINCIPIO DO PIAUI,PIAUI,-3.19631,-41.6403
697,BOM PROGRESSO,RIO GRANDE DO SUL,-27.5399,-53.8716
698,BOM REPOUSO,MINAS GERAIS,-22.4675,-46.144
699,BOM RETIRO,SANTA CATARINA,-27.799,-49.486999999999995
700,BOM RETIRO DO SUL,RIO GRANDE DO SUL,-29.6071,-51.9456
701,BOM SUCESSO,MINAS GERAIS,-21.0329,-44.7537
702,BOM SUCESSO,PARANA,-23.7063,-51.7671
703,BOM SUCESSO,PARAIBA,-6.4417599999999995,-37.9234
704,BOM SUCESSO DE ITARARE,SAO PAULO,-24.3155,-49.1451
705,BOM SUCESSO DO SUL,PARANA,-26.0731,-52.8353
706,BOMBINHAS,SANTA CATARINA,-27.1382,-48.5146
707,BONFIM,RORAIMA,3.3616099999999998,-59.8333
708,BONFIM,MINAS GERAIS,-20.3302,-44.2366
709,BONFIM DO PIAUI,PIAUI,-9.1605,-42.8865
710,BONFINOPOLIS,GOIAS,-16.6173,-48.9616
711,BONFINOPOLIS DE MINAS,MINAS GERAIS,-16.567999999999998,-45.9839
712,BONINAL,BAHIA,-12.7069,-41.8286
713,BONITO,PERNAMBUCO,-8.471630000000001,-35.7292
714,BONITO,BAHIA,-11.9668,-41.2647
715,BONITO,PARA,-1.36745,-47.3066
716,BONITO,MATO GROSSO DO SUL,-21.1261,-56.4836
717,BONITO DE MINAS,MINAS GERAIS,-15.3231,-44.7543
718,BONITO DE SANTA FE,PARAIBA,-7.31341,-38.5133
719,BONOPOLIS,GOIAS,-13.6329,-49.8106
720,BOQUEIRAO,PARAIBA,-7.487,-36.1309
721,BOQUEIRAO DO LEAO,RIO GRANDE DO SUL,-29.3046,-52.4284
722,BOQUEIRAO DO PIAUI,PIAUI,-4.48181,-42.1212
723,BOQUIM,SERGIPE,-11.1397,-37.6195
724,BOQUIRA,BAHIA,-12.8205,-42.7324
725,BORA,SAO PAULO,-22.2696,-50.5409
726,BORACEIA,SAO PAULO,-22.1926,-48.7808
727,BORBA,AMAZONAS,-4.39154,-59.5874
728,BORBOREMA,PARAIBA,-6.801989999999999,-35.6187
729,BORBOREMA,SAO PAULO,-21.6214,-49.0741
730,BORDA DA MATA,MINAS GERAIS,-22.2707,-46.1653
731,BOREBI,SAO PAULO,-22.5728,-48.9707
732,BORRAZOPOLIS,PARANA,-23.9366,-51.5875
733,BOSSOROCA,RIO GRANDE DO SUL,-28.7291,-54.9035
734,BOTELHOS,MINAS GERAIS,-21.6412,-46.391000000000005
735,BOTUCATU,SAO PAULO,-22.8837,-48.4437
736,BOTUMIRIM,MINAS GERAIS,-16.8657,-43.0086
737,BOTUPORA,BAHIA,-13.3772,-42.5163
738,BOTUVERA,SANTA CATARINA,-27.2007,-49.0689
739,BOZANO,RIO GRANDE DO SUL,-28.3659,-53.772
740,BRACO DO NORTE,SANTA CATARINA,-28.2681,-49.1701
741,BRACO DO TROMBUDO,SANTA CATARINA,-27.3586,-49.8821
742,BRAGA,RIO GRANDE DO SUL,-27.6173,-53.7405
743,BRAGANCA,PARA,-1.06126,-46.7826
744,BRAGANCA PAULISTA,SAO PAULO,-22.9527,-46.5419
745,BRAGANEY,PARANA,-24.8173,-53.1218
746,BRANQUINHA,ALAGOAS,-9.233419999999999,-36.0162
747,BRAS PIRES,MINAS GERAIS,-20.8419,-43.2406
748,BRASIL NOVO,PARA,-3.2979199999999995,-52.534
749,BRASILANDIA,MATO GROSSO DO SUL,-21.2544,-52.0365
750,BRASILANDIA DE MINAS,MINAS GERAIS,-16.9999,-46.0081
751,BRASILANDIA DO SUL,PARANA,-24.1978,-53.5275
752,BRASILANDIA DO TOCANTINS,TOCANTINS,-8.38918,-48.4822
753,BRASILEIA,ACRE,-10.995,-68.7497
754,BRASILEIRA,PIAUI,-4.1337,-41.7859
755,BRASILIA,DISTRITO FEDERAL,-15.7795,-47.9297
756,BRASILIA DE MINAS,MINAS GERAIS,-16.2104,-44.4299
757,BRASNORTE,MATO GROSSO,-12.1474,-57.9833
758,BRAUNA,SAO PAULO,-21.499000000000002,-50.3175
759,BRAUNAS,MINAS GERAIS,-19.0562,-42.7099
760,BRAZABRANTES,GOIAS,-16.4281,-49.3863
761,BRAZOPOLIS,MINAS GERAIS,-22.4743,-45.6166
762,BREJAO,PERNAMBUCO,-9.02915,-36.566
763,BREJETUBA,ESPIRITO SANTO,-20.1395,-41.2954
764,BREJINHO,RIO GRANDE DO NORTE,-6.1856599999999995,-35.3591
765,BREJINHO,PERNAMBUCO,-7.346939999999999,-37.2865
766,BREJINHO DE NAZARE,TOCANTINS,-11.0058,-48.5683
767,BREJO,MARANHAO,-3.6779599999999997,-42.7527
768,BREJO ALEGRE,SAO PAULO,-21.1651,-50.1861
769,BREJO DA MADRE DE DEUS,PERNAMBUCO,-8.14933,-36.3741
770,BREJO DE AREIA,MARANHAO,-4.334,-45.581
771,BREJO DO CRUZ,PARAIBA,-6.34185,-37.4943
772,BREJO DO PIAUI,PIAUI,-8.20314,-42.8229
773,BREJO DOS SANTOS,PARAIBA,-6.37065,-37.8253
774,BREJO GRANDE,SERGIPE,-10.4297,-36.4611
775,BREJO GRANDE DO ARAGUAIA,PARA,-5.69822,-48.4103
776,BREJO SANTO,CEARA,-7.48469,-38.9799
777,BREJOES,BAHIA,-13.1039,-39.7988
778,BREJOLANDIA,BAHIA,-12.4815,-43.9679
779,BREU BRANCO,PARA,-3.7719099999999997,-49.5735
780,BREVES,PARA,-1.6803599999999999,-50.4791
781,BRITANIA,GOIAS,-15.2428,-51.1602
782,BROCHIER,RIO GRANDE DO SUL,-29.5501,-51.5945
783,BRODOWSKI,SAO PAULO,-20.9845,-47.6572
784,BROTAS,SAO PAULO,-22.2795,-48.1251
785,BROTAS DE MACAUBAS,BAHIA,-11.9915,-42.6326
786,BRUMADINHO,MINAS GERAIS,-20.151,-44.2007
787,BRUMADO,BAHIA,-14.2021,-41.6696
788,BRUNOPOLIS,SANTA CATARINA,-27.3058,-50.8684
789,BRUSQUE,SANTA CATARINA,-27.0977,-48.9107
790,BUENO BRANDAO,MINAS GERAIS,-22.4383,-46.3491
791,BUENOPOLIS,MINAS GERAIS,-17.8744,-44.1775
792,BUENOS AIRES,PERNAMBUCO,-7.724489999999999,-35.3182
793,BUERAREMA,BAHIA,-14.9595,-39.3028
794,BUGRE,MINAS GERAIS,-19.4231,-42.2552
795,BUIQUE,PERNAMBUCO,-8.619539999999999,-37.1606
796,BUJARI,ACRE,-9.81528,-67.955
797,BUJARU,PARA,-1.51762,-48.0381
798,BURI,SAO PAULO,-23.7977,-48.5958
799,BURITAMA,SAO PAULO,-21.0661,-50.1475
800,BURITI,MARANHAO,-3.9416900000000004,-42.9179
801,BURITI ALEGRE,GOIAS,-18.1378,-49.0404
802,BURITI BRAVO,MARANHAO,-5.83239,-43.8353
803,BURITI DE GOIAS,GOIAS,-16.1792,-50.4302
804,BURITI DO TOCANTINS,TOCANTINS,-5.3144800000000005,-48.2271
805,BURITI DOS LOPES,PIAUI,-3.1825900000000003,-41.8695
806,BURITI DOS MONTES,PIAUI,-5.30584,-41.0933
807,BURITICUPU,MARANHAO,-4.32375,-46.4409
808,BURITINOPOLIS,GOIAS,-14.4772,-46.4076
809,BURITIRAMA,BAHIA,-10.7171,-43.6302
810,BURITIRANA,MARANHAO,-5.59823,-47.0131
811,BURITIS,RONDONIA,-10.1943,-63.8324
812,BURITIS,MINAS GERAIS,-15.6218,-46.4221
813,BURITIZAL,SAO PAULO,-20.1911,-47.7096
814,BURITIZEIRO,MINAS GERAIS,-17.3656,-44.9606
815,BUTIA,RIO GRANDE DO SUL,-30.1179,-51.9601
816,CAAPIRANGA,AMAZONAS,-3.3153699999999997,-61.2206
817,CAAPORA,PARAIBA,-7.513510000000001,-34.9055
818,CAARAPO,MATO GROSSO DO SUL,-22.6368,-54.8209
819,CAATIBA,BAHIA,-14.9699,-40.4092
820,CABACEIRAS,PARAIBA,-7.488989999999999,-36.287
821,CABACEIRAS DO PARAGUACU,BAHIA,-12.5317,-39.1902
822,CABECEIRA GRANDE,MINAS GERAIS,-16.0335,-47.0862
823,CABECEIRAS,GOIAS,-15.7995,-46.9265
824,CABECEIRAS DO PIAUI,PIAUI,-4.4773,-42.3069
825,CABEDELO,PARAIBA,-6.987310000000001,-34.8284
826,CABIXI,RONDONIA,-13.4945,-60.552
827,CABO DE SANTO AGOSTINHO,PERNAMBUCO,-8.28218,-35.0253
828,CABO FRIO,RIO DE JANEIRO,-22.8894,-42.0286
829,CABO VERDE,MINAS GERAIS,-21.4699,-46.3919
830,CABRALIA PAULISTA,SAO PAULO,-22.4576,-49.3393
831,CABREUVA,SAO PAULO,-23.3053,-47.1362
832,CABROBO,PERNAMBUCO,-8.50548,-39.3094
833,CACADOR,SANTA CATARINA,-26.7757,-51.012
834,CACAPAVA,SAO PAULO,-23.0992,-45.7076
835,CACAPAVA DO SUL,RIO GRANDE DO SUL,-30.5144,-53.4827
836,CACAULANDIA,RONDONIA,-10.349,-62.9043
837,CACEQUI,RIO GRANDE DO SUL,-29.8883,-54.821999999999996
838,CACERES,MATO GROSSO,-16.0764,-57.6818
839,CACHOEIRA,BAHIA,-12.5994,-38.9587
840,CACHOEIRA ALTA,GOIAS,-18.7618,-50.9432
841,CACHOEIRA DA PRATA,MINAS GERAIS,-19.521,-44.4544
842,CACHOEIRA DE GOIAS,GOIAS,-16.6635,-50.646
843,CACHOEIRA DE MINAS,MINAS GERAIS,-22.3511,-45.7809
844,CACHOEIRA DE PAJEU,MINAS GERAIS,-15.9688,-41.4948
845,CACHOEIRA DO ARARI,PARA,-1.01226,-48.9503
846,CACHOEIRA DO PIRIA,PARA,-1.75974,-46.5459
847,CACHOEIRA DO SUL,RIO GRANDE DO SUL,-30.033,-52.8928
848,CACHOEIRA DOS INDIOS,PARAIBA,-6.913530000000001,-38.676
849,CACHOEIRA DOURADA,GOIAS,-18.4859,-49.4766
850,CACHOEIRA DOURADA,MINAS GERAIS,-18.5161,-49.5039
851,CACHOEIRA GRANDE,MARANHAO,-2.93074,-44.0528
852,CACHOEIRA PAULISTA,SAO PAULO,-22.6665,-45.0154
853,CACHOEIRAS DE MACACU,RIO DE JANEIRO,-22.4658,-42.6523
854,CACHOEIRINHA,TOCANTINS,-6.1156,-47.9234
855,CACHOEIRINHA,PERNAMBUCO,-8.48668,-36.2402
856,CACHOEIRINHA,RIO GRANDE DO SUL,-29.9472,-51.1016
857,CACHOEIRO DE ITAPEMIRIM,ESPIRITO SANTO,-20.8462,-41.1198
858,CACIMBA DE AREIA,PARAIBA,-7.1212800000000005,-37.1563
859,CACIMBA DE DENTRO,PARAIBA,-6.6386,-35.7778
860,CACIMBAS,PARAIBA,-7.207210000000001,-37.0604
861,CACIMBINHAS,ALAGOAS,-9.40121,-36.9911
862,CACIQUE DOBLE,RIO GRANDE DO SUL,-27.767,-51.6597
863,CACOAL,RONDONIA,-11.4343,-61.4562
864,CACONDE,SAO PAULO,-21.528000000000002,-46.6437
865,CACU,GOIAS,-18.5594,-51.1328
866,CACULE,BAHIA,-14.5003,-42.2229
867,CAEM,BAHIA,-11.0677,-40.431999999999995
868,CAETANOPOLIS,MINAS GERAIS,-19.2971,-44.4189
869,CAETANOS,BAHIA,-14.3347,-40.9175
870,CAETE,MINAS GERAIS,-19.8826,-43.6704
871,CAETES,PERNAMBUCO,-8.7803,-36.6268
872,CAETITE,BAHIA,-14.0684,-42.4861
873,CAFARNAUM,BAHIA,-11.6914,-41.4688
874,CAFEARA,PARANA,-22.789,-51.7142
875,CAFELANDIA,SAO PAULO,-21.8031,-49.6092
876,CAFELANDIA,PARANA,-24.6189,-53.3207
877,CAFEZAL DO SUL,PARANA,-23.9005,-53.5124
878,CAIABU,SAO PAULO,-22.0127,-51.2394
879,CAIANA,MINAS GERAIS,-20.6956,-41.9292
880,CAIAPONIA,GOIAS,-16.9539,-51.8091
881,CAIBATE,RIO GRANDE DO SUL,-28.2905,-54.6454
882,CAIBI,SANTA CATARINA,-27.0741,-53.2458
883,CAICARA,RIO GRANDE DO SUL,-27.2791,-53.4257
884,CAICARA,PARAIBA,-6.62115,-35.4581
885,CAICARA DO NORTE,RIO GRANDE DO NORTE,-5.07091,-36.0717
886,CAICARA DO RIO DO VENTO,RIO GRANDE DO NORTE,-5.76541,-35.9938
887,CAICO,RIO GRANDE DO NORTE,-6.45441,-37.1067
888,CAIEIRAS,SAO PAULO,-23.3607,-46.7397
889,CAIRU,BAHIA,-13.4904,-39.0465
890,CAIUA,SAO PAULO,-21.8322,-51.9969
891,CAJAMAR,SAO PAULO,-23.355,-46.8781
892,CAJAPIO,MARANHAO,-2.8732599999999997,-44.6741
893,CAJARI,MARANHAO,-3.3274199999999996,-45.0145
894,CAJATI,SAO PAULO,-24.7324,-48.1223
895,CAJAZEIRAS,PARAIBA,-6.880039999999999,-38.5577
896,CAJAZEIRAS DO PIAUI,PIAUI,-6.79667,-42.3903
897,CAJAZEIRINHAS,PARAIBA,-6.960160000000001,-37.8009
898,CAJOBI,SAO PAULO,-20.8773,-48.8063
899,CAJUEIRO,ALAGOAS,-9.3994,-36.1559
900,CAJUEIRO DA PRAIA,PIAUI,-2.93111,-41.3408
901,CAJURI,MINAS GERAIS,-20.7903,-42.7925
902,CAJURU,SAO PAULO,-21.2749,-47.303000000000004
903,CALCADO,PERNAMBUCO,-8.73108,-36.3366
904,CALCOENE,AMAPA,2.50475,-50.9512
905,CALDAS,MINAS GERAIS,-21.9183,-46.3843
906,CALDAS BRANDAO,PARAIBA,-7.1025,-35.3272
907,CALDAS NOVAS,GOIAS,-17.7441,-48.6246
908,CALDAZINHA,GOIAS,-16.7117,-49.0013
909,CALDEIRAO GRANDE,BAHIA,-11.0208,-40.2956
910,CALDEIRAO GRANDE DO PIAUI,PIAUI,-7.3314,-40.6366
911,CALIFORNIA,PARANA,-23.6566,-51.3574
912,CALMON,SANTA CATARINA,-26.5942,-51.095
913,CALUMBI,PERNAMBUCO,-7.935510000000001,-38.1482
914,CAMACAN,BAHIA,-15.4142,-39.4919
915,CAMACARI,BAHIA,-12.6996,-38.3263
916,CAMACHO,MINAS GERAIS,-20.6294,-45.1593
917,CAMALAU,PARAIBA,-7.88503,-36.8242
918,CAMAMU,BAHIA,-13.9398,-39.1071
919,CAMANDUCAIA,MINAS GERAIS,-22.7515,-46.1494
920,CAMAPUA,MATO GROSSO DO SUL,-19.5347,-54.0431
921,CAMAQUA,RIO GRANDE DO SUL,-30.8489,-51.8043
922,CAMARAGIBE,PERNAMBUCO,-8.02351,-34.9782
923,CAMARGO,RIO GRANDE DO SUL,-28.588,-52.2003
924,CAMBARA,PARANA,-23.0423,-50.0753
925,CAMBARA DO SUL,RIO GRANDE DO SUL,-29.0474,-50.1465
926,CAMBE,PARANA,-23.2766,-51.2798
927,CAMBIRA,PARANA,-23.589000000000002,-51.5792
928,CAMBORIU,SANTA CATARINA,-27.0241,-48.6503
929,CAMBUCI,RIO DE JANEIRO,-21.5691,-41.9187
930,CAMBUI,MINAS GERAIS,-22.6115,-46.0572
931,CAMBUQUIRA,MINAS GERAIS,-21.854,-45.2896
932,CAMETA,PARA,-2.24295,-49.4979
933,CAMOCIM,CEARA,-2.9005,-40.8544
934,CAMOCIM DE SAO FELIX,PERNAMBUCO,-8.35865,-35.7653
935,CAMPANARIO,MINAS GERAIS,-18.2427,-41.7355
936,CAMPANHA,MINAS GERAIS,-21.836,-45.4004
937,CAMPESTRE,MINAS GERAIS,-21.7079,-46.2381
938,CAMPESTRE,ALAGOAS,-8.84723,-35.5685
939,CAMPESTRE DA SERRA,RIO GRANDE DO SUL,-28.7926,-51.0941
940,CAMPESTRE DE GOIAS,GOIAS,-16.7624,-49.695
941,CAMPESTRE DO MARANHAO,MARANHAO,-6.17075,-47.3625
942,CAMPINA DA LAGOA,PARANA,-24.5893,-52.7976
943,CAMPINA DAS MISSOES,RIO GRANDE DO SUL,-27.9888,-54.8416
944,CAMPINA DO MONTE ALEGRE,SAO PAULO,-23.5895,-48.4758
945,CAMPINA DO SIMAO,PARANA,-25.0802,-51.8237
946,CAMPINA GRANDE,PARAIBA,-7.22196,-35.8731
947,CAMPINA GRANDE DO SUL,PARANA,-25.3044,-49.0551
948,CAMPINA VERDE,MINAS GERAIS,-19.5382,-49.4862
949,CAMPINACU,GOIAS,-13.787,-48.5704
950,CAMPINAPOLIS,MATO GROSSO,-14.5162,-52.893
951,CAMPINAS,SAO PAULO,-22.9053,-47.0659
952,CAMPINAS DO PIAUI,PIAUI,-7.6593,-41.8775
953,CAMPINAS DO SUL,RIO GRANDE DO SUL,-27.7174,-52.6248
954,CAMPINORTE,GOIAS,-14.3137,-49.1511
955,CAMPO ALEGRE,SANTA CATARINA,-26.195,-49.2676
